1.1. act 1, pred -1, sxs 0, qlty 2
55.3. act 1, pred 1, sxs 1, qlty 0
55.4. act 1, pred 1, sxs 1, qlty 2
55.5. act 1, pred 1, sxs 1, qlty 0
55.6. act 1, pred 1, sxs 1, qlty 0
55.7. act 1, pred 1, sxs 1, qlty 0
55.8. act 1, pred 1, sxs 1, qlty 0
55.9. act 1, pred 1, sxs 1, qlty 0
55.10. act 1, pred 1, sxs 1, qlty 0
55.11. act 1, pred 1, sxs 1, qlty 0
55.12. act 1, pred 1, sxs 1, qlty 0
55.13. act 1, pred 1, sxs 1, qlty 0
55.14. act 1, pred 1, sxs 1, qlty 0
55.15. act 1, pred 1, sxs 1, qlty 0
55.16. act 1, pred -1, sxs 0, qlty 2
55.17. act 1, pred 1, sxs 1, qlty 0
55.18. act 1, pred -1, sxs 0, qlty 2
55.19. act 1, pred 1, sxs 1, qlty 0
55.20. act 1, pred 1, sxs 1, qlty 0
55.21. act 1, pred -1, sxs 0, qlty 2
55.22. act 1, pred 1, sxs 1, qlty 0
55.23. act 1, pred 1, sxs 1, qlty 2
55.24. act 1, pred -1, sxs 0, qlty 2
55.25. act 1, pred 1, sxs 1, qlty 0
55.26. act 1, pred 1, sxs 1, qlty 0
55.27. act 1, pred 1, sxs 1, qlty 0
55.28. act 1, pred 1, sxs 1, qlty 0
55.29. act 1, pred 1, sxs 1, qlty 0
55.30. act 1, pred 1, sxs 1, qlty 0
55.31. act 1, pred 1, sxs 1, qlty 0
56.1. act -1, pred 1, sxs 0, qlty 2
56.2. act -1, pred 1, sxs 0, qlty 2
56.3. act -1, pred 1, sxs 0, qlty 2
56.4. act -1, pred 1, sxs 0, qlty 2
56.5. act -1, pred 1, sxs 0, qlty 2
56.6. act -1, pred 1, sxs 0, qlty 2
56.7. act -1, pred 1, sxs 0, qlty 2
56.8. act -1, pred 1, sxs 0, qlty 2
56.9. act -1, pred 1, sxs 0, qlty 2
56.10. act -1, pred 1, sxs 0, qlty 2
56.11. act -1, pred 1, sxs 0, qlty 2
56.12. act -1, pred 1, sxs 0, qlty 2
56.13. act -1, pred 1, sxs 0, qlty 2
56.14. act -1, pred 1, sxs 0, qlty 2
56.15. act -1, pred 1, sxs 0, qlty 2
56.16. act -1, pred 1, sxs 0, qlty 2
56.17. act -1, pred 1, sxs 0, qlty 2
56.18. act -1, pred 1, sxs 0, qlty 2
56.19. act -1, pred 1, sxs 0, qlty 4
56.20. act -1, pred 1, sxs 0, qlty 2
56.21. act -1, pred 1, sxs 0, qlty 2
56.22. act -1, pred 1, sxs 0, qlty 2
56.23. act -1, pred 1, sxs 0, qlty 2
56.24. act -1, pred 1, sxs 0, qlty 2
56.25. act -1, pred 1, sxs 0, qlty 2
56.26. act -1, pred 1, sxs 0, qlty 2
56.27. act -1, pred 1, sxs 0, qlty 2
56.28. act -1, pred 1, sxs 0, qlty 2
56.29. act -1, pred -1, sxs 1, qlty 0
56.30. act -1, pred 1, sxs 0, qlty 2
56.31. act -1, pred 1, sxs 0, qlty 2
57.1. act 1, pred 1, sxs 1, qlty 2
57.2. act 1, pred -1, sxs 0, qlty 2
57.3. act 1, pred 1, sxs 1, qlty 2
57.4. act 1, pred 1, sxs 1, qlty 0
57.5. act 1, pred 1, sxs 1, qlty 0
57.6. act 1, pred 1, sxs 1, qlty 2
57.7. act 1, pred 1, sxs 1, qlty 2
57.8. act 1, pred 1, sxs 1, qlty 0
57.9. act 1, pred 1, sxs 1, qlty 0
57.10. act 1, pred 1, sxs 1, qlty 0
57.11. act 1, pred 1, sxs 1, qlty 2
57.12. act 1, pred -1, sxs 0, qlty 4
57.13. act 1, pred 1, sxs 1, qlty 0
57.14. act 1, pred -1, sxs 0, qlty 2
57.15. act 1, pred 1, sxs 1, qlty 0
57.16. act 1, pred -1, sxs 0, qlty 2
57.17. act 1, pred 1, sxs 1, qlty 0
57.18. act 1, pred 1, sxs 1, qlty 0
57.19. act 1, pred -1, sxs 0, qlty 2
57.20. act 1, pred 1, sxs 1, qlty 2
57.21. act 1, pred 1, sxs 1, qlty 0
57.22. act 1, pred 1, sxs 1, qlty 0
57.23. act 1, pred 1, sxs 1, qlty 0
57.24. act 1, pred 1, sxs 1, qlty 0
57.25. act 1, pred 1, sxs 1, qlty 0
57.26. act 1, pred 1, sxs 1, qlty 2
57.27. act 1, pred 1, sxs 1, qlty 2
57.28. act 1, pred 1, sxs 1, qlty 0
57.29. act 1, pred 1, sxs 1, qlty 0
57.30. act 1, pred -1, sxs 0, qlty 2
57.31. act 1, pred 1, sxs 1, qlty 0
58.1. act -1, pred -1, sxs 1, qlty 0
58.2. act -1, pred -1, sxs 1, qlty 0
58.3. act -1, pred 1, sxs 0, qlty 2
58.4. act -1, pred 1, sxs 0, qlty 2
58.5. act -1, pred -1, sxs 1, qlty 0
58.6. act -1, pred -1, sxs 1, qlty 0
58.7. act -1, pred 1, sxs 0, qlty 2
58.8. act -1, pred 1, sxs 0, qlty 2
58.9. act -1, pred -1, sxs 1, qlty 0
58.10. act -1, pred 1, sxs 0, qlty 2
58.11. act -1, pred -1, sxs 1, qlty 0
58.12. act -1, pred -1, sxs 1, qlty 0
58.13. act -1, pred -1, sxs 1, qlty 2
58.14. act -1, pred -1, sxs 1, qlty 0
58.15. act -1, pred -1, sxs 1, qlty 0
58.16. act -1, pred -1, sxs 1, qlty 0
58.17. act -1, pred -1, sxs 1, qlty 0
58.18. act -1, pred -1, sxs 1, qlty 0
58.19. act -1, pred -1, sxs 1, qlty 0
58.20. act -1, pred -1, sxs 1, qlty 0
58.21. act -1, pred 1, sxs 0, qlty 2
58.22. act -1, pred -1, sxs 1, qlty 0
58.23. act -1, pred -1, sxs 1, qlty 0
58.24. act -1, pred -1, sxs 1, qlty 0
58.25. act -1, pred -1, sxs 1, qlty 0
58.26. act -1, pred -1, sxs 1, qlty 2
58.27. act -1, pred -1, sxs 1, qlty 0
58.28. act -1, pred -1, sxs 1, qlty 0
58.29. act -1, pred -1, sxs 1, qlty 0
58.30. act -1, pred -1, sxs 1, qlty 0
58.31. act -1, pred -1, sxs 1, qlty 0
59.1. act -1, pred 1, sxs 0, qlty 2
59.2. act -1, pred 1, sxs 0, qlty 2
59.3. act -1, pred 1, sxs 0, qlty 2
59.4. act -1, pred 1, sxs 0, qlty 2
59.5. act -1, pred 1, sxs 0, qlty 2
59.6. act -1, pred 1, sxs 0, qlty 2
59.7. act -1, pred 1, sxs 0, qlty 2
59.8. act -1, pred 1, sxs 0, qlty 2
59.9. act -1, pred 1, sxs 0, qlty 2
59.10. act -1, pred 1, sxs 0, qlty 2
59.11. act -1, pred 1, sxs 0, qlty 2
59.12. act -1, pred 1, sxs 0, qlty 2
59.13. act -1, pred 1, sxs 0, qlty 2
59.14. act -1, pred 1, sxs 0, qlty 2
59.15. act -1, pred 1, sxs 0, qlty 2
59.16. act -1, pred 1, sxs 0, qlty 2
59.17. act -1, pred 1, sxs 0, qlty 2
59.18. act -1, pred 1, sxs 0, qlty 2
59.19. act -1, pred 1, sxs 0, qlty 2
59.20. act -1, pred 1, sxs 0, qlty 2
59.21. act -1, pred 1, sxs 0, qlty 2
59.22. act -1, pred 1, sxs 0, qlty 2
59.23. act -1, pred 1, sxs 0, qlty 2
59.24. act -1, pred 1, sxs 0, qlty 2
59.25. act -1, pred 1, sxs 0, qlty 2
59.26. act -1, pred 1, sxs 0, qlty 2
59.27. act -1, pred 1, sxs 0, qlty 2
59.28. act -1, pred 1, sxs 0, qlty 2
59.29. act -1, pred 1, sxs 0, qlty 2
59.30. act -1, pred 1, sxs 0, qlty 2
59.31. act -1, pred 1, sxs 0, qlty 2
60.1. act 1, pred -1, sxs 0, qlty 2
60.2. act 1, pred -1, sxs 0, qlty 4
60.3. act 1, pred -1, sxs 0, qlty 2
60.4. act 1, pred 1, sxs 1, qlty 0
60.5. act 1, pred -1, sxs 0, qlty 2
60.6. act 1, pred 1, sxs 1, qlty 0
60.7. act 1, pred -1, sxs 0, qlty 4
60.8. act 1, pred -1, sxs 0, qlty 4
60.9. act 1, pred 1, sxs 1, qlty 2
60.10. act 1, pred 1, sxs 1, qlty 2
60.11. act 1, pred 1, sxs 1, qlty 0
60.12. act 1, pred -1, sxs 0, qlty 4
60.13. act 1, pred -1, sxs 0, qlty 2
60.14. act 1, pred 1, sxs 1, qlty 0
60.15. act 1, pred -1, sxs 0, qlty 2
60.16. act 1, pred 1, sxs 1, qlty 0
60.17. act 1, pred 1, sxs 1, qlty 2
60.18. act 1, pred -1, sxs 0, qlty 4
60.19. act 1, pred 1, sxs 1, qlty 0
60.20. act 1, pred 1, sxs 1, qlty 2
60.21. act 1, pred -1, sxs 0, qlty 4
60.22. act 1, pred 1, sxs 1, qlty 0
60.23. act 1, pred 1, sxs 1, qlty 0
60.24. act 1, pred -1, sxs 0, qlty 4
60.25. act 1, pred 1, sxs 1, qlty 2
60.26. act 1, pred 1, sxs 1, qlty 0
60.27. act 1, pred -1, sxs 0, qlty 2
60.28. act 1, pred -1, sxs 0, qlty 2
60.29. act 1, pred 1, sxs 1, qlty 2
60.30. act 1, pred -1, sxs 0, qlty 4
60.31. act 1, pred -1, sxs 0, qlty 2
61.1. act 1, pred -1, sxs 0, qlty 2
61.2. act 1, pred -1, sxs 0, qlty 2
61.3. act 1, pred 1, sxs 1, qlty 2
61.4. act 1, pred -1, sxs 0, qlty 2
61.5. act 1, pred -1, sxs 0, qlty 4
61.6. act 1, pred -1, sxs 0, qlty 2
61.7. act 1, pred -1, sxs 0, qlty 2
61.8. act 1, pred 1, sxs 1, qlty 0
61.9. act 1, pred -1, sxs 0, qlty 2
61.10. act 1, pred -1, sxs 0, qlty 2
61.11. act 1, pred -1, sxs 0, qlty 2
61.12. act 1, pred -1, sxs 0, qlty 2
61.13. act 1, pred 1, sxs 1, qlty 0
61.14. act 1, pred -1, sxs 0, qlty 2
61.15. act 1, pred 1, sxs 1, qlty 2
61.16. act 1, pred 1, sxs 1, qlty 2
61.17. act 1, pred 1, sxs 1, qlty 0
61.18. act 1, pred -1, sxs 0, qlty 2
61.19. act 1, pred -1, sxs 0, qlty 2
61.20. act 1, pred -1, sxs 0, qlty 4
61.21. act 1, pred 1, sxs 1, qlty 0
61.22. act 1, pred -1, sxs 0, qlty 2
61.23. act 1, pred -1, sxs 0, qlty 2
61.24. act 1, pred 1, sxs 1, qlty 0
61.25. act 1, pred -1, sxs 0, qlty 2
61.26. act 1, pred -1, sxs 0, qlty 2
61.27. act 1, pred 1, sxs 1, qlty 2
61.28. act 1, pred -1, sxs 0, qlty 2
61.29. act 1, pred -1, sxs 0, qlty 2
61.30. act 1, pred -1, sxs 0, qlty 2
61.31. act 1, pred -1, sxs 0, qlty 2
62.1. act 1, pred -1, sxs 0, qlty 2
62.2. act 1, pred -1, sxs 0, qlty 2
62.3. act 1, pred -1, sxs 0, qlty 2
62.4. act 1, pred 1, sxs 1, qlty 0
62.5. act 1, pred -1, sxs 0, qlty 2
62.6. act 1, pred -1, sxs 0, qlty 2
62.7. act 1, pred -1, sxs 0, qlty 2
62.8. act 1, pred 1, sxs 1, qlty 2
62.9. act 1, pred -1, sxs 0, qlty 4
62.10. act 1, pred -1, sxs 0, qlty 2
62.11. act 1, pred -1, sxs 0, qlty 2
62.12. act 1, pred -1, sxs 0, qlty 4
62.13. act 1, pred -1, sxs 0, qlty 4
62.14. act 1, pred 1, sxs 1, qlty 2
62.15. act 1, pred -1, sxs 0, qlty 2
62.16. act 1, pred -1, sxs 0, qlty 4
62.17. act 1, pred -1, sxs 0, qlty 2
62.18. act 1, pred 1, sxs 1, qlty 2
62.19. act 1, pred -1, sxs 0, qlty 2
62.20. act 1, pred -1, sxs 0, qlty 2
62.21. act 1, pred -1, sxs 0, qlty 2
62.22. act 1, pred 1, sxs 1, qlty 0
62.23. act 1, pred -1, sxs 0, qlty 2
62.24. act 1, pred -1, sxs 0, qlty 2
62.25. act 1, pred -1, sxs 0, qlty 2
62.26. act 1, pred 1, sxs 1, qlty 2
62.27. act 1, pred -1, sxs 0, qlty 2
62.28. act 1, pred -1, sxs 0, qlty 2
62.29. act 1, pred -1, sxs 0, qlty 2
62.30. act 1, pred -1, sxs 0, qlty 2
62.31. act 1, pred -1, sxs 0, qlty 2
63.1. act -1, pred -1, sxs 1, qlty 0
63.2. act -1, pred 1, sxs 0, qlty 2
63.3. act -1, pred -1, sxs 1, qlty 2
63.4. act -1, pred -1, sxs 1, qlty 0
63.5. act -1, pred 1, sxs 0, qlty 2
63.6. act -1, pred 1, sxs 0, qlty 4
63.7. act -1, pred 1, sxs 0, qlty 2
63.8. act -1, pred -1, sxs 1, qlty 2
63.9. act -1, pred 1, sxs 0, qlty 2
63.10. act -1, pred 1, sxs 0, qlty 2
63.11. act -1, pred -1, sxs 1, qlty 2
63.12. act -1, pred 1, sxs 0, qlty 2
63.13. act -1, pred -1, sxs 1, qlty 2
63.14. act -1, pred -1, sxs 1, qlty 0
63.15. act -1, pred 1, sxs 0, qlty 2
63.16. act -1, pred -1, sxs 1, qlty 0
63.17. act -1, pred 1, sxs 0, qlty 2
63.18. act -1, pred -1, sxs 1, qlty 0
63.19. act -1, pred 1, sxs 0, qlty 4
63.20. act -1, pred -1, sxs 1, qlty 0
63.21. act -1, pred -1, sxs 1, qlty 0
63.22. act -1, pred 1, sxs 0, qlty 2
63.23. act -1, pred 1, sxs 0, qlty 4
63.24. act -1, pred 1, sxs 0, qlty 4
63.25. act -1, pred -1, sxs 1, qlty 0
63.26. act -1, pred -1, sxs 1, qlty 2
63.27. act -1, pred -1, sxs 1, qlty 0
63.28. act -1, pred -1, sxs 1, qlty 0
63.29. act -1, pred -1, sxs 1, qlty 0
63.30. act -1, pred 1, sxs 0, qlty 2
63.31. act -1, pred -1, sxs 1, qlty 2
64.1. act -1, pred 1, sxs 0, qlty 2
64.2. act -1, pred -1, sxs 1, qlty 0
64.3. act -1, pred 1, sxs 0, qlty 4
64.4. act -1, pred 1, sxs 0, qlty 2
64.5. act -1, pred -1, sxs 1, qlty 0
64.6. act -1, pred -1, sxs 1, qlty 0
64.7. act -1, pred -1, sxs 1, qlty 0
64.8. act -1, pred -1, sxs 1, qlty 0
64.9. act -1, pred 1, sxs 0, qlty 2
64.10. act -1, pred -1, sxs 1, qlty 0
64.11. act -1, pred 1, sxs 0, qlty 2
64.12. act -1, pred 1, sxs 0, qlty 2
64.13. act -1, pred 1, sxs 0, qlty 2
64.14. act -1, pred -1, sxs 1, qlty 2
64.15. act -1, pred -1, sxs 1, qlty 0
64.16. act -1, pred -1, sxs 1, qlty 0
64.17. act -1, pred 1, sxs 0, qlty 2
64.18. act -1, pred 1, sxs 0, qlty 2
64.19. act -1, pred -1, sxs 1, qlty 0
64.20. act -1, pred -1, sxs 1, qlty 2
64.21. act -1, pred -1, sxs 1, qlty 2
64.22. act -1, pred 1, sxs 0, qlty 2
64.23. act -1, pred 1, sxs 0, qlty 2
64.24. act -1, pred -1, sxs 1, qlty 0
64.25. act -1, pred 1, sxs 0, qlty 4
64.26. act -1, pred -1, sxs 1, qlty 0
64.27. act -1, pred -1, sxs 1, qlty 0
64.28. act -1, pred 1, sxs 0, qlty 2
64.29. act -1, pred 1, sxs 0, qlty 2
64.30. act -1, pred -1, sxs 1, qlty 0
64.31. act -1, pred -1, sxs 1, qlty 0
65.1. act 1, pred -1, sxs 0, qlty 2
65.2. act 1, pred -1, sxs 0, qlty 2
65.3. act 1, pred 1, sxs 1, qlty 0
65.4. act 1, pred -1, sxs 0, qlty 2
65.5. act 1, pred -1, sxs 0, qlty 2
65.6. act 1, pred -1, sxs 0, qlty 2
65.7. act 1, pred 1, sxs 1, qlty 0
65.8. act 1, pred 1, sxs 1, qlty 0
65.9. act 1, pred 1, sxs 1, qlty 0
65.10. act 1, pred 1, sxs 1, qlty 2
65.11. act 1, pred -1, sxs 0, qlty 2
65.12. act 1, pred 1, sxs 1, qlty 2
65.13. act 1, pred -1, sxs 0, qlty 4
65.14. act 1, pred 1, sxs 1, qlty 0
65.15. act 1, pred 1, sxs 1, qlty 0
65.16. act 1, pred 1, sxs 1, qlty 2
65.17. act 1, pred 1, sxs 1, qlty 0
65.18. act 1, pred -1, sxs 0, qlty 2
65.19. act 1, pred 1, sxs 1, qlty 0
65.20. act 1, pred 1, sxs 1, qlty 0
65.21. act 1, pred 1, sxs 1, qlty 0
65.22. act 1, pred 1, sxs 1, qlty 0
65.23. act 1, pred 1, sxs 1, qlty 0
65.24. act 1, pred 1, sxs 1, qlty 0
65.25. act 1, pred 1, sxs 1, qlty 0
65.26. act 1, pred 1, sxs 1, qlty 0
65.27. act 1, pred -1, sxs 0, qlty 2
65.28. act 1, pred -1, sxs 0, qlty 2
65.29. act 1, pred -1, sxs 0, qlty 2
65.30. act 1, pred 1, sxs 1, qlty 0
65.31. act 1, pred 1, sxs 1, qlty 0
66.1. act -1, pred 1, sxs 0, qlty 2
66.2. act -1, pred 1, sxs 0, qlty 2
66.3. act -1, pred -1, sxs 1, qlty 0
66.4. act -1, pred 1, sxs 0, qlty 2
66.5. act -1, pred 1, sxs 0, qlty 2
66.6. act -1, pred 1, sxs 0, qlty 2
66.7. act -1, pred -1, sxs 1, qlty 0
66.8. act -1, pred 1, sxs 0, qlty 2
66.9. act -1, pred 1, sxs 0, qlty 2
66.10. act -1, pred 1, sxs 0, qlty 2
66.11. act -1, pred 1, sxs 0, qlty 2
66.12. act -1, pred 1, sxs 0, qlty 2
66.13. act -1, pred 1, sxs 0, qlty 2
66.14. act -1, pred -1, sxs 1, qlty 0
66.15. act -1, pred 1, sxs 0, qlty 2
66.16. act -1, pred -1, sxs 1, qlty 0
66.17. act -1, pred 1, sxs 0, qlty 2
66.18. act -1, pred 1, sxs 0, qlty 2
66.19. act -1, pred 1, sxs 0, qlty 2
66.20. act -1, pred 1, sxs 0, qlty 2
66.21. act -1, pred 1, sxs 0, qlty 4
66.22. act -1, pred 1, sxs 0, qlty 2
66.23. act -1, pred 1, sxs 0, qlty 2
66.24. act -1, pred 1, sxs 0, qlty 2
66.25. act -1, pred 1, sxs 0, qlty 4
66.26. act -1, pred 1, sxs 0, qlty 2
66.27. act -1, pred 1, sxs 0, qlty 2
66.28. act -1, pred 1, sxs 0, qlty 2
66.29. act -1, pred 1, sxs 0, qlty 2
66.30. act -1, pred 1, sxs 0, qlty 2
66.31. act -1, pred 1, sxs 0, qlty 2
67.1. act -1, pred 1, sxs 0, qlty 2
67.2. act -1, pred 1, sxs 0, qlty 2
67.3. act -1, pred 1, sxs 0, qlty 4
67.4. act -1, pred 1, sxs 0, qlty 2
67.5. act -1, pred -1, sxs 1, qlty 0
67.6. act -1, pred 1, sxs 0, qlty 2
67.7. act -1, pred 1, sxs 0, qlty 2
67.8. act -1, pred 1, sxs 0, qlty 4
67.9. act -1, pred 1, sxs 0, qlty 2
67.10. act -1, pred -1, sxs 1, qlty 0
67.11. act -1, pred 1, sxs 0, qlty 4
67.12. act -1, pred -1, sxs 1, qlty 0
67.13. act -1, pred 1, sxs 0, qlty 2
67.14. act -1, pred -1, sxs 1, qlty 0
67.15. act -1, pred -1, sxs 1, qlty 0
67.16. act -1, pred -1, sxs 1, qlty 0
67.17. act -1, pred -1, sxs 1, qlty 0
67.18. act -1, pred -1, sxs 1, qlty 0
67.19. act -1, pred -1, sxs 1, qlty 0
67.20. act -1, pred -1, sxs 1, qlty 0
67.21. act -1, pred -1, sxs 1, qlty 0
67.22. act -1, pred -1, sxs 1, qlty 0
67.23. act -1, pred 1, sxs 0, qlty 4
67.24. act -1, pred -1, sxs 1, qlty 2
67.25. act -1, pred -1, sxs 1, qlty 0
67.26. act -1, pred 1, sxs 0, qlty 2
67.27. act -1, pred -1, sxs 1, qlty 0
67.28. act -1, pred -1, sxs 1, qlty 0
67.29. act -1, pred -1, sxs 1, qlty 0
67.30. act -1, pred -1, sxs 1, qlty 0
67.31. act -1, pred 1, sxs 0, qlty 2
68.1. act -1, pred 1, sxs 0, qlty 2
68.2. act -1, pred 1, sxs 0, qlty 2
68.3. act -1, pred 1, sxs 0, qlty 2
68.4. act -1, pred 1, sxs 0, qlty 2
68.5. act -1, pred -1, sxs 1, qlty 0
68.6. act -1, pred -1, sxs 1, qlty 0
68.7. act -1, pred 1, sxs 0, qlty 2
68.8. act -1, pred -1, sxs 1, qlty 0
68.9. act -1, pred -1, sxs 1, qlty 0
68.10. act -1, pred 1, sxs 0, qlty 2
68.11. act -1, pred 1, sxs 0, qlty 2
68.12. act -1, pred 1, sxs 0, qlty 2
68.13. act -1, pred -1, sxs 1, qlty 0
68.14. act -1, pred 1, sxs 0, qlty 2
68.15. act -1, pred 1, sxs 0, qlty 2
68.16. act -1, pred 1, sxs 0, qlty 2
68.17. act -1, pred -1, sxs 1, qlty 0
68.18. act -1, pred 1, sxs 0, qlty 2
68.19. act -1, pred 1, sxs 0, qlty 2
68.20. act -1, pred 1, sxs 0, qlty 2
68.21. act -1, pred -1, sxs 1, qlty 0
68.22. act -1, pred 1, sxs 0, qlty 4
68.23. act -1, pred 1, sxs 0, qlty 4
68.24. act -1, pred 1, sxs 0, qlty 4
68.25. act -1, pred -1, sxs 1, qlty 0
68.26. act -1, pred 1, sxs 0, qlty 2
68.27. act -1, pred 1, sxs 0, qlty 2
68.28. act -1, pred 1, sxs 0, qlty 2
68.29. act -1, pred -1, sxs 1, qlty 0
68.30. act -1, pred 1, sxs 0, qlty 2
68.31. act -1, pred 1, sxs 0, qlty 2
69.1. act -1, pred 1, sxs 0, qlty 2
69.2. act -1, pred 1, sxs 0, qlty 2
69.3. act -1, pred 1, sxs 0, qlty 2
69.4. act -1, pred 1, sxs 0, qlty 2
69.5. act -1, pred -1, sxs 1, qlty 0
69.6. act -1, pred 1, sxs 0, qlty 2
69.7. act -1, pred 1, sxs 0, qlty 2
69.8. act -1, pred 1, sxs 0, qlty 4
69.9. act -1, pred 1, sxs 0, qlty 2
69.10. 
